C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
37352,Customer#000037352,"5aCCUFm5sh5g,1Buok9kkk 7ry4hiwnTU0tXkX",5,15-331-517-6195,8563.29,HOUSEHOLD, bold ideas. quickly unusual deposits haggle carefully above the blithely final
37381,Customer#000037381,lQhfBYDakR0k6R,6,16-990-619-1347,56.89,BUILDING,use. furiously even theodolites above the blithely pending deposits grow among the pending sheaves. carefully 
37463,Customer#000037463,",iXANB,qY9,xJWwFCtT ZeoFCz602Fh RDOI",9,19-342-104-8573,586.9,AUTOMOBILE, the regular braids. final court
37535,Customer#000037535,6L2BZNPzsTGzS3k4nSN3Wv7DyI2f9ldsbdH1Jo,7,17-758-108-1050,5207.73,BUILDING,"ar, express packages wake. furiously even packages along the ironic packages use furiously about the"
37607,Customer#000037607,pZ8olvXPsRktSjc,13,23-477-462-3880,1894.44,FURNITURE,"s cajole slyly unusual instructions. bold, final packages integrate deposi"
37825,Customer#000037825,x1AY9giK5aaUv4ELZnjs,0,10-486-949-4592,6909,HOUSEHOLD,"quests. ironic, final foxes are slyly furiously silent packages. slyly express instructions integrate carefully iro"
33952,Customer#000033952,1eIgTslUiGiZEeK 6yLMKVDb0q6kBLgRtDtg,16,26-317-994-3766,-742.46,HOUSEHOLD,nto beans against the special deposits impress carefully e
33967,Customer#000033967,Rr1ETPNRSsDI,17,27-416-177-4068,6558.58,AUTOMOBILE, alongside of the ironic accounts! pending deposits ar
34129,Customer#000034129,S81301tUvohtKDw1rI6G,7,17-244-846-5022,5229.54,FURNITURE,"ess courts. final, express Tiresias nag furiously requests. regular instructions nag carefully brave dep"
34153,Customer#000034153,"vLZII6PGW5epUJXQ dy,mp2rMw2diO",22,32-205-900-3403,7385.29,FURNITURE,g to the doggedly special deposits. even deposits at
34502,Customer#000034502,"8HER28DZYt47q9,pBNC,a",17,27-831-449-5163,-273.26,HOUSEHOLD,eposits above the deposits promise carefully regular packages. slyly even packages 
34541,Customer#000034541,U2noNOFSbr G68a79mimHSLPGrq,19,29-402-733-4947,4707.81,BUILDING,ly across the blithely regular multipliers. furiously iro
34567,Customer#000034567,",wmpIWmICsontT,6szC3vHyb85bc",8,18-223-136-1676,4918.12,FURNITURE,rouches haggle at the carefully brave ideas. regular theodolites integrate alongside of the 
34642,Customer#000034642,"KzagPgLG41mQ7ZPNd9WA,f1Me51",1,11-416-513-3474,8452.03,HOUSEHOLD,uests. slyly special platelets are blithely across the pending accounts. dependencie
34649,Customer#000034649,"UKwcwctYGQSxUnGV4D4hMSsTlteSAr,m",8,18-321-655-6363,7537.73,MACHINERY,"e final, regular deposits. regular deposi"
34742,Customer#000034742,"VeZKUehV, 9XZubLOxyQvE",18,28-279-763-3574,-185.51,BUILDING,kly regular accounts wake slyly across the quickly regula
34798,Customer#000034798,NDF4zQzTou3G5IoVcDHDzzkMvVR,18,28-953-156-2802,44.52,AUTOMOBILE,tes. carefully ironic deposits haggle quickly f
35030,Customer#000035030,"cJa,xsg ojydnpouaxuHf 3n2HwuEPeDnbTv 2F",9,19-936-269-4774,3724.61,BUILDING,"luffily regular packages cajole past the bold, even packages. carefully unusual Tires"
35068,Customer#000035068,6jl5Vy09seLSB10InR6B0N7Lg5Ypbdv0OcJ5A1Cy,7,17-409-100-4053,6225.94,FURNITURE,packages detect closely unusual requests. carefully bold packages
35078,Customer#000035078,nrTUK0koh9JrF7O,19,29-961-165-4836,972.59,MACHINERY,odolites thrash against the final packages. carefully bold theodolites s
35083,Customer#000035083,"LtLT3DEg,I8vwI,,",3,13-742-494-9701,8956.59,FURNITURE,iously ironic excuses use qui
35123,Customer#000035123,hmkE9Sqxu1Xt,19,29-432-266-1326,6650.63,AUTOMOBILE,"the ironic, bold foxes. carefully bold accounts detect. quickly i"
35224,Customer#000035224,LhkVvri0zbR4 wlKENxq,4,14-435-217-1801,8168.51,BUILDING,es along the express theodolites wake fluf
35233,Customer#000035233,jLnsqfY8ygt95uQ59QpJ,10,20-346-435-7271,7866.47,BUILDING, slyly regular packages. ironic foxes sleep slyly. blithely final accounts haggle furio
35309,Customer#000035309,qvyonxh 9IsaOkGFkU7z3,13,23-563-804-1842,454.84,AUTOMOBILE,"ly ironic theodolites. express, ironic deposits integrate. pending courts wake slyly furiously pending ac"
35407,Customer#000035407,aWacDYaN8kU,15,25-145-729-2401,6511.93,BUILDING,the carefully regular packages sleep furiously blithely final deposits. quickly 
35443,Customer#000035443,3PdjlfDtgEc9Jky8JGxK5ltwRA0aR5gYrZgZgJvX,0,10-354-316-8703,1273.75,FURNITURE,leep blithely. instructions haggle blithely against the ironic packages. ironic reque
35461,Customer#000035461,"S,weZAYvWlfEy6XaqVOptBCKfozv8y",18,28-782-353-9288,7470.96,AUTOMOBILE,haggle along the blithely pending packa
35485,Customer#000035485,"0LbTOQOClCILq9v2RFiyZ6gMk6GkYhdm,",20,30-375-544-4667,4740.74,AUTOMOBILE,fully regular requests sleep slyly according to the pending instructions. packages nag slyly after the even i
35663,Customer#000035663,"CLonkgT3C9b2CGL,O",1,11-368-814-6492,7277.5,MACHINERY,accounts cajole after the furiously stealthy foxes. slyly blithe requests cajole according
35666,Customer#000035666,"P4fJE,5TTHcXFicf9yaWWP cbD54rjWKveDcZw",6,16-454-977-1106,7830.29,HOUSEHOLD,c theodolites. express deposits hang 
35672,Customer#000035672,v8xq7wdSN43lT09,11,21-204-649-8993,4359.19,BUILDING, above the slyly dogged braids. 
35710,Customer#000035710,54TJfJmO4vv6iaBU1 nm27ER5DzMAg,1,11-730-231-8479,1723.22,AUTOMOBILE,odolites wake. furiously regula
35761,Customer#000035761,"NKyabM3JFY5PuAtt6YZtAwBv,x",9,19-166-101-3987,-987.7,FURNITURE,"olites. express dolphins cajole slyly final deposits. dogged, unusual dolphins alongside of the silent"
35849,Customer#000035849,3xpVJNSP2F8Wxacy7HixJNH,24,34-748-646-3394,9089.2,FURNITURE,"nt, even packages solve. asymptotes are carefully idea"
35872,Customer#000035872,tULux4LZVl7kZPOjxioswW CJ,23,33-491-637-4909,9181.54,BUILDING,"s. bold, final ideas sleep bold"
35887,Customer#000035887,"Ol,bWeVPB9E,wgOzaB8ROlpub",15,25-498-749-6489,754.58,BUILDING,"nding, silent deposits. blithely regular deposits boost across the dogged exc"
35905,Customer#000035905,TK8hmx5jgJqQa4VoK,17,27-755-983-4518,350.99,MACHINERY,ndencies haggle quickly packages. express pinto beans haggle silent
35954,Customer#000035954,"dbTnNZB5xs,qW7Q50G5QGaxv uBRZgQ",20,30-786-302-5282,9456.27,AUTOMOBILE,"fully inside the slyly regular platelets. regular, final packages haggle blithely quickly regular"
36034,Customer#000036034,dZh6TqPzpUka,16,26-179-192-6214,1804.55,HOUSEHOLD,cial epitaphs. final foxes above the ironic requests cajole quickly furiously f
36091,Customer#000036091,ofOH4ZI84hwkudlr4ml5Oiv,18,28-808-420-9498,7204.91,FURNITURE,"press courts use carefully about the final, pending foxes. fluffily even packages along th"
36136,Customer#000036136,W PNW2R9dvE09kSTU,6,16-856-544-8745,8531.49,AUTOMOBILE,y even packages sleep slyly. Tiresias 
36184,Customer#000036184,"3,hzbWY,7uubtK6xVFnowrE6LUfPE",23,33-269-454-3943,8716.59,FURNITURE,"fily special packages. even, pending instructions engage furiously. silent"
36224,Customer#000036224,bTQHddBJTVslNk7OSp,7,17-941-313-4712,9756.83,BUILDING,e requests breach quickly against the accou
36359,Customer#000036359, DAvFxmXjd8cWdLdAFNocAccxPKRW9ue2B5uLzi7,2,12-265-880-9138,8662.39,BUILDING,ckages doubt ironic deposits. quic
36367,Customer#000036367,NB4iWOa S6TxdWEy8TtXvh80aPMzXC3qGngP ,5,15-858-691-3368,7454.3,HOUSEHOLD,"sits hinder carefully express requests. pending, express pinto b"
36395,Customer#000036395,"9yqQJZ2Uadw,TaC UFXs2lMA08Z7YZK bT",3,13-992-214-5255,3945.45,HOUSEHOLD,"ut the bold pains wake around the even, re"
36517,Customer#000036517,"QHropM,livLpreaXt5ZiTnQdJEegWNbmPyBcGCw1",24,34-853-227-3552,4981.34,FURNITURE,al warhorses integrate blithely alongside of the c
36524,Customer#000036524,XtndZBLPdD4n2q6iAPxvnnESFnFNfWh,6,16-113-404-5671,7956.96,MACHINERY,ole fluffily furiously careful Tiresias. requests sleep carefully. final 
36728,Customer#000036728,WooSdO3QAaxoRgk5AsUkDGb0VN5GW52jSLUsAB9f,7,17-963-963-8800,5004.69,AUTOMOBILE, special notornis. carefully fluffy pinto beans grow above the un
36752,Customer#000036752,a58Y51e0lSxjuHHxnmajQWQS2BqJPmop69L6d,17,27-463-651-1535,4979.99,AUTOMOBILE," across the slyly silent pinto beans haggle ironic, stealthy asymptotes. furiously re"
36928,Customer#000036928,WDuIYYla9NLEaW301oFB2OI820gLN,6,16-409-248-3957,2103.8,AUTOMOBILE,"are carefully among the final, express ideas. quickly thin ideas haggle blithely a"
37051,Customer#000037051,6ccHvoUVPdI,21,31-765-795-1520,372.13,MACHINERY,efully bold deposits. fluffily final instructions use 
37081,Customer#000037081,z2qqWDDgHjb2p4cbH7,15,25-106-324-8249,3058.45,FURNITURE,hins are carefully pending deposits. fluffily special theodolites haggle carefully accounts. deposits along the 
37150,Customer#000037150,"L2osOwMUIw17OuR64S,h,xglpMk9Dt",22,32-239-871-5447,7493.86,FURNITURE,"s affix slyly ironic, express deposits. express accounts sleep in place of the carefully regular braids. final pack"
37243,Customer#000037243,upinq58twpN6M0qf,20,30-236-915-8219,4134.43,MACHINERY,s. bold packages sleep. fluffily even requests wake? fluffily permanent excuses use slyly. slyly slo
37262,Customer#000037262,jT1EnvKzHnVv7uRwx93vBjUU,19,29-626-213-9171,4152.99,BUILDING,ar packages nag regularly furiously regular dependencies; blithely special pinto beans haggle quickly fluffily regul
37384,Customer#000037384,gwpnZ63yFNj1q,23,33-693-743-5622,6159.13,AUTOMOBILE,es above the permanently regular depths affix slyly unusual packages. even requests promise quickly
37415,Customer#000037415,Xl98VeLtdMUav07P9zUg4m Z,9,19-799-313-9079,3347.91,MACHINERY,"y. bold, furious packages cajole along the final "
37637,Customer#000037637,Ry1UHIG 4OVr,2,12-196-965-4646,-419.43,HOUSEHOLD,unts. carefully ironic foxes after the packages nod 
37685,Customer#000037685,7i HKQafHwMwx31Kyx,7,17-502-349-2381,9471.33,AUTOMOBILE, slyly regularly final ideas. slyly regular pinto 
37786,Customer#000037786,"Qg3RJOCQiP4FA,ZoZ8VHuEOaohLb1Z0UIQDcXg",13,23-610-524-8383,8041.88,HOUSEHOLD,anent forges cajole slyly furiously final requests. final th
37789,Customer#000037789,"m9J,NKlnKWCtaq",10,20-243-238-1305,6281.17,BUILDING,pecial requests wake. furiously even packag
37816,Customer#000037816,eqAe2Pj624nZT636dZr6 HuHrtn7MY6Xv5I,11,21-419-793-9301,2356.39,BUILDING,"ly unusual dependencies. ironic, fi"
37826,Customer#000037826,dLFAhI6nZV89xAed,1,11-458-521-1181,1648.73,AUTOMOBILE,"atelets are alongside of the ironic, ironic excuses. blithely special requests boost regular req"
37882,Customer#000037882,"qDxpLRzUe,2QMIx6ysTXZbWcban0bKAw0cOZRDp",3,13-959-375-9408,5967.57,HOUSEHOLD,"ckages cajole permanently regularly special theodolites. pending, express forges along the accounts haggl"
38077,Customer#000038077,"IShxdSyUruFkL LY10e4y,",24,34-122-563-8436,5570.46,BUILDING, ironic instructions. slyly ironic requests haggle slyly fluffily final foxes. carefully regular 
38128,Customer#000038128,"r7wSpWMUiZaRy3m3BVOX,jrwA3fs BnALNGhe",18,28-385-734-5257,6516.76,FURNITURE,eep. quickly bold packages wake furiousl
38140,Customer#000038140,aEdHNOANNT0yx,4,14-931-238-7997,1927.07,AUTOMOBILE,its are among the fluffily spec
38213,Customer#000038213,k p3l5DdKKH,9,19-738-135-8814,4926.72,AUTOMOBILE,"wake quickly about the even, regular deposits. regular ideas across the ruthlessly ironic"
38261,Customer#000038261,1yjZHAd9WtEEbLmo,1,11-700-506-1011,6221.13,FURNITURE, special requests. carefully special deposits haggle always along the even depos
38308,Customer#000038308,sfw8sbQNaYVlEFtCDPeFPEhwqu6TWhveC,13,23-342-546-9380,7866.34,HOUSEHOLD,slyly. carefully unusual accounts cajole blithely; slyly pending instructions mold furiously. 
38468,Customer#000038468,QSvh r6Y8K RuAo5,3,13-670-732-9427,9703.97,HOUSEHOLD,c instructions sleep quickly. busily pending multipliers wake ideas. carefully ironic ideas de
38477,Customer#000038477,txRlhFz7x17Cw7w qW4,6,16-525-597-1068,7769.52,MACHINERY,le around the regularly even Tiresias
38512,Customer#000038512,stIzAxFaS4N6xhOnqWcYi876eB8eVBpXKl,5,15-569-983-6666,8512.5,AUTOMOBILE,"sly silent requests sleep. silent, regular accounts are after the bold theodolites. unusual theodolites use s"
38608,Customer#000038608,B9PKzdw2DxkPjEpdubjKn2BEl9fP3uzW,10,20-910-695-3553,285.86,MACHINERY,iously regular instructions impress furiously. blithely 
38659,Customer#000038659,3zMonxlEWFBue lON0msXAqFo rtIF,16,26-324-791-4443,2452.33,AUTOMOBILE,ggle slyly across the bold instructions. special theodolites detect alongsid
38713,Customer#000038713,fdaC1RqlEiSYVS TZ9,3,13-847-632-7964,8352.18,AUTOMOBILE,ic pinto beans sublate furiously. furiously special pinto beans wake above the blithely ironic theodolites.
38717,Customer#000038717,"J,,CI2wOmzt",13,23-479-423-1226,6712.86,BUILDING,ts. permanently regular pinto beans affix. ideas 
38854,Customer#000038854,"qFicdCEXTmsHh,4ILD,",18,28-133-661-3582,-694.3,MACHINERY,ts. silent requests after the furiously permanent dinos hang among the permanently
38881,Customer#000038881,HerO316FOQqofOgJKec0QihPb,11,21-866-209-7214,459.39,MACHINERY,"ld, stealthy requests nag slyly about the final deposits. ironic, unusual sentiments again"
38902,Customer#000038902,",ukTs3Chba7jxYmMWtO",5,15-539-388-8347,108.3,FURNITURE,alongside of the carefully regular dolphins
39022,Customer#000039022,TcbD3hawlGZbCLrsXR2WBf,14,24-937-370-6498,-338.1,HOUSEHOLD,inst the furiously regular foxes use slyl
39052,Customer#000039052,1Eb32e3XAh2KIX1COleKn z0v2duXaorJve4m,2,12-141-543-3389,3306.51,FURNITURE,ven accounts dazzle. regular theodolites cajole fina
39101,Customer#000039101,"RhK7t3MOgru,jarqgY7M2VsCwyv8oos8fuEz",1,11-516-949-7616,4759.64,AUTOMOBILE, fluffily express requests. furiously pending requests gr
39122,Customer#000039122,"FH76,s4ufwVjuxZlxYu8BsSIVl",4,14-386-601-4378,3829.07,BUILDING,c deposits boost slyly pinto beans. final theodolites unwind carefully always pen
39145,Customer#000039145,"e0,kfoQeIfzexiK3CNjDfkGfAYPbTSeGXE3rF",18,28-898-869-4263,391.98,AUTOMOBILE,"l instructions. unusual, silent instructions cajole"
39257,Customer#000039257,AhkkYL2ioycbdFmd MEA onnYzg,23,33-242-282-2507,2713.12,AUTOMOBILE," dogged notornis; final, fluffy packages solve final ideas. deposits wake across the express"
39275,Customer#000039275,H2S 0pGuNflfjm,21,31-229-437-5957,8550.63,HOUSEHOLD,e fluffily regular deposits. daringly even deposits maintain. slowly special dolphins int
39394,Customer#000039394,YXW 17S1XaqyIcq,22,32-205-377-3581,4533.66,AUTOMOBILE,iously according to the carefully ironic accounts. express foxes wake blithely regular platelets. 
39404,Customer#000039404,WiGjtvUNeq7GiozgYOf0YMnlT,2,12-318-230-4801,3376.33,BUILDING,endencies around the furiously bold deposits wake boldly furiously s
39505,Customer#000039505,ayV1kUluN2aJ4ZkPGO9UEmRzZ,7,17-829-380-2165,3214.88,BUILDING,"thely alongside of the blithely even foxes. ironic, silent reque"
39571,Customer#000039571,1ru qQm7MwWPT22SNfp4XbM22aSM2AvD,14,24-479-636-5710,2698.42,AUTOMOBILE,are. permanently final accounts cajole bravely ironic foxes. special Tiresias above the dependencies
39632,Customer#000039632,TR2NzfNncGtm8VYpl0CHaIJ8SC7ixlDWatnUJH,4,14-525-865-4806,7546.71,AUTOMOBILE,sly special requests cajole carefully about the fluffily unusual acc
39712,Customer#000039712,hWMNs9A1lrYfYhJxPAGIyw1piaz4rEvAE74KMJU,2,12-421-562-1920,3684.15,FURNITURE,ptotes sleep above the requests. furiously i
39871,Customer#000039871,VBljiBGqfkpJHCsmr7iYRDtsw,11,21-145-551-3331,5746.02,HOUSEHOLD,ily pending requests affix slyly after the furiously ironic deposits. regular accounts haggle fluffily even excuses
40033,Customer#000040033,z7wUIUfrxnIJDV,10,20-884-709-2787,4741.97,BUILDING,pendencies-- daring ideas boost blithely across the brave grouches. flu
40051,Customer#000040051,"7btmtckf7PD,W6pBh",3,13-753-211-4339,-941.96,AUTOMOBILE,"are slyly bold deposits. carefully final Tiresias about the final, regular accounts breach af"
40150,Customer#000040150,uwg3cqTVzGC6L,20,30-885-400-8333,557.63,BUILDING,sts nag furiously after the carefully idle pinto beans. slyly even multip
40171,Customer#000040171,"GpCFTas6h,B4cNzit",4,14-316-388-1349,-499.17,HOUSEHOLD,yly along the regular ideas. bold packages cajole carefully stealthily regular accounts. slyly
40175,Customer#000040175,7uFAurT5PPdwxPrIG,16,26-504-801-4063,7722.23,AUTOMOBILE, haggle slyly about the carefully express requests. 
40201,Customer#000040201,pavAT2sxqX 663p28 SWsURKXpxAU,4,14-686-741-1294,5065.1,AUTOMOBILE,e slyly ironic realms. foxes cajole slowly. re
40229,Customer#000040229,"bZKR3k,IKuZocm5t9Kf7fFpBQPOxsSR7GN",23,33-958-968-5244,6610.95,MACHINERY,"gle quickly unusual packages. silently ironic requests sleep. pending, regular sheaves sleep "
40319,Customer#000040319,",Utlu27zwnR7",10,20-298-745-3549,3622.24,MACHINERY,ts wake carefully. blithely final ideas use furiou
40321,Customer#000040321,oOotlncqso nwycn,8,18-482-657-9130,-824.26,AUTOMOBILE,silent instructions. blithely final accounts hinder furiously. carefully regular requests ar
40342,Customer#000040342,TBymR2Acqp3xftJRRJl1nu24N8aLA2UXL98aF,21,31-994-997-7197,-808.13,HOUSEHOLD,s haggle fluffily regular accounts. quickly regular deposits haggle boldly unusual deposits. blithely 
40357,Customer#000040357,vAsvErZPb1i,4,14-707-231-4746,3429.18,HOUSEHOLD,nto beans. slyly bold excuses wake slyly sly
40370,Customer#000040370,0t3jstuMKfHJNEa4PZ8AmfpCp,20,30-555-842-6786,6083.02,MACHINERY,accounts sleep furiously quickly blithe a
40471,Customer#000040471,"DnxUr1X,EuVyBlCtSlYplfiUW58Q 0XmqW7fLU",5,15-655-781-7870,9517.59,BUILDING,quests among the theodolites boost carefully about t
40525,Customer#000040525,QtBhpzRvct,17,27-386-818-6384,3399.94,MACHINERY,fluffily. furiously ironic dolphins sublate quickly. carefully ironic pinto beans al
40633,Customer#000040633,xA6O6M7 6mCWKSl2Abcz,13,23-740-961-8046,3029.14,FURNITURE,ar platelets across the slyly e
40772,Customer#000040772,0QQKLqLJwzq1EmD2vIJhjCJF1IJfSWEvK,5,15-540-194-6813,7729.99,HOUSEHOLD,"es nag quickly about the quickly express accounts. regular, final packag"
40775,Customer#000040775,D8RW8qfh5saGzNGEApREg1EUcC 33QjC2vQ1ptCF,10,20-649-381-5362,8240.56,HOUSEHOLD,"lose according to the slyly express packages. express, regular foxes boost slyly after t"
40819,Customer#000040819,"fHf2St1CBJH,GhtiMuTfY7soUjjF",4,14-787-441-8814,4776.59,MACHINERY,n accounts according to the pinto beans maintain quickly along the carefully thin accounts. depen
40870,Customer#000040870,jtS3lvgIoFzg3lZVjJaaVQG,13,23-782-221-5517,2118.6,BUILDING,ly slyly even accounts. blithely ironic pinto beans doze slyly furiously busy f
41149,Customer#000041149,REDtS6f2v7JX74CA,7,17-197-436-6359,1656.3,HOUSEHOLD,ly? escapades use carefully about the blithely ironic dependencies. slyly final ideas sleep. 
41395,Customer#000041395,Ejyar7AgSG,14,24-943-129-9758,4763.22,AUTOMOBILE,permanent pinto beans sleep. special grouches affix silently
41485,Customer#000041485,JNElO4P5iWuUDPbX68wHhbjM,2,12-473-828-1887,1566.27,FURNITURE,"ly special requests haggle slyly fluffily regular sauternes. sly, regular accounts doubt about t"
41494,Customer#000041494,",xeE1a VBMAwHtyFksj uAMNIX3BWLmvh8NYIY",8,18-814-992-3683,9859.96,HOUSEHOLD,dependencies across the carefully silent packages shall have to are
41603,Customer#000041603,x8oc4rnylehaMOUnBXN9PNW7yqTrC,5,15-573-247-3536,9349.83,AUTOMOBILE,"fully pending deposits against the furiously bold asymptotes use quiet, special accou"
41620,Customer#000041620,MSpeDNL0Hu8m9XSm,11,21-813-422-9606,4412.66,MACHINERY,haggle. somas cajole after the courts? carefully final accounts alongside of the
41684,Customer#000041684,"I6OE8TxzGouDj,lO4AXzeLbHUBvz223",0,10-798-517-4360,6206.77,HOUSEHOLD,fily unusual dependencies haggle blithely! carefully regular i
41689,Customer#000041689,"D25Rv7hMANtB1Ish1o,OrWM",13,23-992-736-7916,2608.97,AUTOMOBILE,ole slyly. deposits haggle blithely alongside of the pending requests. quickly i
41708,Customer#000041708,CvYLDO7Q hR2hVuJGZhnwE9 NEOJxO,19,29-107-766-9426,7327.74,AUTOMOBILE,e requests. quickly unusual pinto beans haggle care
41716,Customer#000041716,BZ3MYiADbvmjjeDl2VJ,12,22-376-317-1698,4307.78,HOUSEHOLD,are among the furiously permanent courts. quickly regular instructions detect carefully quickly unusual packages.
41837,Customer#000041837,"WyxCZPInqYpI,9ocGAUDWH",1,11-657-309-5556,6441.6,MACHINERY, carefully silent instructions according to the quickly special requests sleep regular deposits.
41978,Customer#000041978,aFDakSajWPPq8C0m8Qj jdvAjutrBpdvkQV,12,22-300-302-1582,8965.49,AUTOMOBILE,ccounts cajole slyly. carefully regular ideas wake slyly carefully even pinto beans. blithely even courts after th
41993,Customer#000041993,"e ujRE4U,PrkM RPCCjNBH7",1,11-250-560-3216,3670.57,BUILDING,ggle carefully along the instructions; blithely regular theodolites boost 
38114,Customer#000038114,LNIWDXGERp08eYuePl8vO11p7X3YsVcRkC9Kpwj,23,33-358-241-2384,1992.8,BUILDING,c accounts. quickly unusual packages about the carefully silent deposits lose slyly furiousl
38134,Customer#000038134,io PrLkzY9pqs7,14,24-627-924-9837,3444.38,BUILDING,ggle. platelets are carefully. carefully regular platelets cajole furiou
38260,Customer#000038260,0otT oL8FBm,20,30-892-147-4452,6269.84,BUILDING,"nts. idle deposits hang blithely bold realms. ironic, final theodolites abou"
38269,Customer#000038269,"gD8jbEl0,d5oKMsv",7,17-386-262-6637,553.23,FURNITURE,ly regular patterns haggle quic
38347,Customer#000038347,EX9sekdiT3,4,14-304-282-9706,7656.6,BUILDING,"ending deposits hang blithely along the requests. final, silent theodolites cajole. quickly even re"
38353,Customer#000038353,"vBS0d,Fn9v03oClLqTrnKsQXqlG9",20,30-965-881-7257,7749.08,HOUSEHOLD," furiously special, regular dependencies. final requests w"
38417,Customer#000038417,54WrcYfDOTrdQeZyBlSDYS,21,31-154-793-5400,2955.99,FURNITURE, slyly idle dependencies. slyly sil
38569,Customer#000038569,kwZmQnenT p2Wqdb8I5pAI,13,23-926-769-7661,2994.49,HOUSEHOLD,inder ironic theodolites. pending accounts ha
38632,Customer#000038632,4HdyFqyITZhk ZukQ2O0ylX,16,26-535-615-9838,9098.97,MACHINERY,he ironic requests. furiously stealthy requests use according to the blithely sly accounts. slyly ironic 
38746,Customer#000038746,"9hZ7kuT5MUw1L,a",15,25-511-978-8256,6427.88,FURNITURE,"usual packages. slyly enticing accounts detect about the special, spe"
38752,Customer#000038752,HzIyfqkQE sXZLAgCLxy,1,11-552-835-8711,5778.83,BUILDING,pains. fluffily pending deposits serve. dependencies are quickly along the regular requests. carefull
38843,Customer#000038843,"N73CEfFI dHxHi ZL1GE,WxsyttckNCeaklU",5,15-453-901-3279,4164.66,FURNITURE, pending deposits wake. blithely bold packages are. requests haggle pending requests
38911,Customer#000038911,zq10D6HxOtxl1k6tjQFOob7kQIQWDP8AjVEhCSGe,7,17-695-141-2204,1581.24,MACHINERY,jole slyly doggedly even accounts. carefully regu
38968,Customer#000038968,"y085mJa2Vr,GbfAvR",23,33-127-125-1150,3270.5,MACHINERY,"lar, pending requests. bold packages nag furiously. fluffily even packages arou"
38977,Customer#000038977,TtKRvTnbGwSNES,8,18-115-569-4272,235.47,HOUSEHOLD,st-- furiously unusual packages after the special pinto beans mold slyly abov
39088,Customer#000039088,pcBhwRPX4I6Fo1KyCjNkMQJYBdwB,3,13-292-926-2386,2892.78,MACHINERY,ely special theodolites cajole fluffily 
39091,Customer#000039091,3NAN1dNSvchavN5,11,21-724-853-4286,7361.03,HOUSEHOLD,st always. quickly regular foxes are quickly accordin
39094,Customer#000039094,1hhi47z9PpDMv,16,26-621-730-1794,7807.91,MACHINERY,st the furiously special packages. furiously ironic deposits nag 
39182,Customer#000039182,KcU6cTsWmBy1r,8,18-641-553-5264,7922.31,HOUSEHOLD, the carefully bold instructions nag furiously at the stealthily unusual foxes. carefully sly warthogs
39343,Customer#000039343,"xlIfSRSFaZa2K0 ojs,Xa",12,22-860-920-6662,6121.8,HOUSEHOLD,"r waters above the packages boost fluffily after the ironic, ironic pinto beans. care"
39388,Customer#000039388,"FqKfn,S,HBwd6VNmL0QRjblprcs68p",6,16-601-547-3064,6826.96,FURNITURE,ending foxes wake carefully thin deposits. 
39484,Customer#000039484,"ksFge9yKUU,sJMFzQVtD4",3,13-582-359-5128,1839.37,AUTOMOBILE,ns. blithely even accounts sleep slyly. regular theodolites according to the attainm
39626,Customer#000039626,"hcQqveZ 6,p9dnoWNrY",1,11-894-261-9492,3589.65,FURNITURE,ideas affix fluffily. carefull
39659,Customer#000039659,gvRKuyu7eDX1ydj,16,26-194-100-5587,3122.63,BUILDING,to beans. carefully regular requests boost. carefully special deposits haggle furiously after the quickly unusual id
39685,Customer#000039685,AAoCsFbMEFwjENZJNYXABoh7IrXgBg,6,16-869-879-8505,-962.59,HOUSEHOLD,"ke. express, final accounts are slyly ironic platelets. furiously regular dependencies "
39736,Customer#000039736,DvC5LKwx6jyVpam,3,13-205-775-1904,9409.61,MACHINERY,out the bold requests nag fluffily regular re
39808,Customer#000039808,"CVXh Vu2kBmp,no8fn94N,0QRnd",12,22-183-366-4105,3111.16,BUILDING,regular accounts nag after the carefully regular deposits. regular instructions haggle quickly. regular ac
39823,Customer#000039823,"4jUTC,dXee,MTCQ72eLYnP9",13,23-938-571-1331,6549.71,FURNITURE,ests wake according to the blithely regular deposits. carefully fluffy frets across the bold sentiments thr
39910,Customer#000039910,dji7cvgKmdHhek,8,18-499-463-6745,6658.72,FURNITURE,ts along the pending excuses cajole blithely above the deposits. platelets across the car
40103,Customer#000040103, Qj90EViTcPTxKjB1bHBXFc3qqxsPY5G6,23,33-267-356-2266,8018.21,MACHINERY,"lly final foxes. special, final pinto beans wake bravely. blithely express requests sleep blith"
40207,Customer#000040207,q5bvYpBRn5YRp3W23J,9,19-232-826-4940,8621.8,MACHINERY,nts integrate quickly. carefully ironic instruc
40282,Customer#000040282,3hCHWIuGW02V9nT jBF87unMFJk,13,23-416-781-4675,7883.53,BUILDING, fluffily even sheaves are bold deposits. final platelets sleep close accoun
40286,Customer#000040286,XoZTnZu38OohUa86306AayERa437llVS,18,28-921-287-6334,5649.9,BUILDING,ng warthogs are. quickly even excuses cajole at the bravely pending accounts. furiously fina
40304,Customer#000040304,JQF1zj4ZobmFmjag98 wY4NmK,6,16-274-779-2224,6731.2,HOUSEHOLD,"r Tiresias. bold courts are carefully against the furiously even packages. final, ironic depo"
40315,Customer#000040315,vHV4VsMQhx3M80khI,16,26-301-237-6300,446.82,HOUSEHOLD,pecial deposits above the regular instructions haggle q
